ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP
BB887,MAXUM,RUNNING,P46AWAI09,2200,008YMAW020,AAW008YM2004A,21-11-12 19:00,21-11-12 06:36,MXIC,DFN-08YM2D,16000
BB888,MAXUM,RUNNING,P45ASA311,2200,008YQAS034,AAS008YQ2013A,21-11-12 20:40,21-11-12 12:47,EliteMT,DFN-08YQ2AW,6160
BB889,MAXUM,RUNNING,P45ASBM07,2200,096ELAS001,AAS096EL1002A,21-11-12 22:47,21-11-12 05:41,EliteMT,FBGA-96UEL-3,2940
BB890,MAXUM,RUNNING,P46ABBB02,2200,008YMAB047,AAB008YM2025A,21-11-13 02:57,21-11-12 11:48,WINBOND,DFN-08YM2D,16000
BB891,MAXUM,RUNNING,P45YZA605,2200,066TSYZ002,AYZ066TS1001A,21-11-12 23:46,21-11-12 10:24,ZJP,TSOP2-66CME,2880
BB892,MAXUM,IDLE,,,,AAB008YQ2039B,,21-11-12 06:40,,,
BB893,MAXUM,RUNNING,P45YZA601,2200,066TSYZ002,AYZ066TS1001A,21-11-13 02:43,21-11-12 13:21,ZJP,TSOP2-66CME,2880
BB894,MAXUM,IDLE,,,,ANI010YK3001A,,21-11-12 07:57,,,
BB895,MAXUM,IDLE,,,,ANV169XN8001A,,21-11-12 11:38,,,
BB896,MAXUM,IDLE,,,,ANI010YK3001A,,21-11-12 09:46,,,
BB897,MAXUM,IDLE,,,,AAB008YQ2039B,,21-11-12 08:21,,,
BB898,MAXUM,IDLE,,,,ANV169XN8001A,,21-11-12 05:19,,,
BB899,MAXUM,RUNNING,P45NVJE11,3400,169XNNV011,ANV169XN8001A,21-11-13 03:16,21-11-11 21:09,PHISON,STBGA169D4U,1630
BB900,MAXUM,RUNNING,P45ABGK21,2200,008YQAB046,AAB008YQ2026A,21-11-12 14:08,21-11-12 09:27,WINBOND,STDFN-08YQ2A,2160
BB901,MAXUM,IDLE,,,,AAB008YM2025A,,21-11-11 18:18,,,
BB902,MAXUM,WAIT-SETUP,,,,ANV0086A1070A,,21-11-12 10:35,,,
BB903,MAXUM,IDLE,,,,AAB008YM2025A,,21-11-11 18:53,,,
BB904,MAXUM,IDLE,,,,AAB008YQ2039B,,21-11-12 10:12,,,
BB905,MAXUM,RUNNING,P45ABGL03,2200,008YQAB046,AAB008YQ2026A,21-11-12 16:49,21-11-12 12:07,WINBOND,STDFN-08YQ2A,2160
BB906,MAXUM,RUNNING,P45ABGL02,2200,008YQAB046,AAB008YQ2026A,21-11-12 17:36,21-11-12 12:54,WINBOND,STDFN-08YQ2A,2160
BB907,MAXUM,SETUP,,,,AAS048MAB001A,21-11-12 12:56,21-11-12 12:56,,,
BB908,MAXUM,RUNNING,P46MSBE05,2200,078U9MS017,AMS078C93001B,21-11-13 04:36,21-11-12 05:23,MTI,FBGA-78U9,6677
BB909,MAXUM,RUNNING,P45ABKR02,2200,008YQAB085,AAB008YQ2045A,21-11-12 20:06,21-11-12 10:09,WINBOND,STDFN-08YQ2A,4320
BB910,MAXUM,RUNNING,P45NVJE03,3400,169XNNV011,ANV169XN8001A,21-11-12 10:49,21-11-11 05:37,PHISON,STBGA169D4U,1580
BB911,MAXUM,RUNNING,P45AWEG17,2200,008YMAW020,AAW008YM2004A,21-11-12 13:17,21-11-12 00:53,MXIC,DFN-08YM2D,16000
BB912,MAXUM,RUNNING,P45ABKM07,2200,008YQAB085,AAB008YQ2045A,21-11-12 11:53,21-11-12 01:56,WINBOND,STDFN-08YQ2A,4320
BB913,MAXUM,IDLE,,,,AAB008YM2025A,,21-11-11 19:12,,,
BB914,MAXUM,RUNNING,P46ABAC07,2200,008Y6AB034,AAB008Y62010A,21-11-12 19:25,21-11-12 11:47,WINBOND,DFN-08Y62D,8320
BB915,MAXUM,RUNNING,P45ABKR05,2200,008YQAB085,AAB008YQ2045A,21-11-12 19:40,21-11-12 09:43,WINBOND,STDFN-08YQ2A,4320
BB916,MAXUM,RUNNING,P45ABGK22,2200,008YQAB046,AAB008YQ2026A,21-11-12 14:47,21-11-12 10:05,WINBOND,STDFN-08YQ2A,2160
BB917,MAXUM,ENG,,,,AMS078EP1001A,21-11-12 00:49,21-11-12 00:49,,,
BB918,MAXUM,RUNNING,P45ABKR07,2200,008YQAB085,AAB008YQ2045A,21-11-12 20:33,21-11-12 10:36,WINBOND,STDFN-08YQ2A,4320
BB919,MAXUM,IDLE,,,,AAB008YM2025A,,21-11-12 05:53,,,
BB920,MAXUM,RUNNING,P45ASBN05,2200,096ELAS001,AAS096EL1002A,21-11-13 01:47,21-11-12 08:48,EliteMT,FBGA-96UEL-3,2919
BB921,MAXUM,ENG,,,,AAS066TS1009A,21-11-09 14:06,21-11-09 14:06,,,
BB922,MAXUM,WAIT-REPAIR,P46MSBM04,2200,078U9MS017,AMS078C93001B,21-11-13 11:29:50,21-11-12 13:28,MTI,FBGA-78U9,6693
BB923,MAXUM,IDLE,,,,AAB008YQ2039B,,21-11-12 05:05,,,
BB924,MAXUM,RUNNING,P44NVHB06,3400,169XNNV011,ANV169XN8001A,21-11-11 22:13,21-11-10 17:12,PHISON,STBGA169D4U,1570
BB925,MAXUM,RUNNING,P46MSB302,2200,078U9MS017,AMS078C93001B,21-11-13 00:22,21-11-12 01:08,MTI,FBGA-78U9,6680
BB926,MAXUM,IN-REPAIR,P46MSB404,2200,078U9MS017,AMS078C93001B,21-11-12 23:28:08,21-11-12 08:20,MTI,FBGA-78U9,6708
BB929,MAXUM,IDLE,,,,AAB008YM2025A,,21-11-11 16:56,,,
BB930,MAXUM,WAIT-SETUP,,,,AAS008YQ2013A,,21-11-12 09:58,,,
BB931,MAXUM,RUNNING,P46ABBB01,2200,008YMAB047,AAB008YM2025A,21-11-12 20:31,21-11-12 05:21,WINBOND,DFN-08YM2D,16000
BB932,MAXUM,RUNNING,P45VGCK05,2200,008YMVG008,ABU008YM2008A,21-11-12 22:57,21-11-12 09:32,ISSI-VG,DFN-08YM2D,16000
BB933,MAXUM,RUNNING,P44NVHB09,3400,169XNNV011,ANV169XN8001A,21-11-13 00:25,21-11-10 18:36,PHISON,STBGA169D4U,1610
BB938,MAXUM,RUNNING,P45VGCK08,2200,008YMVG008,ABU008YM2008A,21-11-12 18:10,21-11-12 04:45,ISSI-VG,DFN-08YM2D,16000
BBA01,ICONN,RUNNING,P45AWBT36,2200,162KEAW001,AAW162KE1002A,21-11-12 14:26,21-11-12 00:24,MXIC,STBGA162BAU,1622
BBA02,ICONN,RUNNING,P45AWBT42,2200,162KEAW001,AAW162KE1002A,21-11-13 01:30,21-11-12 04:36,MXIC,STBGA162BAU,2419
BBA03,ICONN,WAIT-SETUP,,,,ANV153XT8008A,,21-11-12 10:03,,,
BBA04,ICONN,RUNNING,P45AWBT37,2200,162KEAW001,AAW162KE1002A,21-11-12 14:06,21-11-12 00:15,MXIC,STBGA162BAU,1600
BBA05,ICONN,RUNNING,P46NIAD02,2200,020YUNI024,ANI020YU1005C,21-11-13 12:20,21-11-12 13:07,DIALOG,QFN-20YU2D,16920
BBA06,ICONN,RUNNING,P46NIA301,2200,020YUNI024,ANI020YU1005C,21-11-12 16:09,21-11-11 16:56,DIALOG,QFN-20YU2D,16920
BBA07,ICONN,IN-REPAIR,,,,AAW162KE1002A,,21-11-08 07:35,,,
BBA08,ICONN,ENG,,,,ANV132X2B006A,21-11-12 06:26,21-11-12 06:26,,,
BBA09,ICONN,IDLE,,,,AAW162KE1002A,,21-11-12 13:01,,,
BBA10,ICONN,RUNNING,P80CMTX01,2200,020YUCM006ENG,ANI020YU1002B,21-11-12 12:15,21-11-11 11:48,ENG,QFN-20YU2D,15224
BBA11,ICONN,RUNNING,P45AWBT35,2200,162KEAW001,AAW162KE1002A,21-11-12 10:47,21-11-11 20:48,MXIC,STBGA162BAU,1616
BBA12,ICONN,ENG,,,,ABU008YD2010A,21-11-12 11:09,21-11-12 11:09,,,
BBA13,ICONN,WAIT-SETUP,,,,ANI020YU1005C,,21-11-12 12:41,,,
BBA14,ICONN,RUNNING,P45NVJN01,2200,153XTNV064,ANV153XT8006A,21-11-12 15:30,21-11-11 23:41,PHISON,STBGA153HEV,1104
BBA15,ICONN,RUNNING,P46NIA302,2200,020YUNI024,ANI020YU1005C,21-11-12 13:22,21-11-12 11:48,DIALOG,QFN-20YU2D,1073
BBA16,ICONN,IDLE,,,,AHQ0225N1001A,,21-11-12 10:03,,,
BBA17,ICONN,RUNNING,P45AWBT41,2200,162KEAW001,AAW162KE1002A,21-11-12 12:00,21-11-11 22:16,MXIC,STBGA162BAU,1586
BBA18,ICONN,IDLE,,,,AHQ0225N1001A,,21-11-12 05:25,,,
BBA19,ICONN,RUNNING,P45AWBT38,2200,162KEAW001,AAW162KE1002A,21-11-12 10:01,21-11-11 20:04,MXIC,STBGA162BAU,1610
BBA20,ICONN,RUNNING,P80CMTY01,2200,020YUCM006ENG,ANI020YU1002B,21-11-12 15:01,21-11-11 11:53,ENG,QFN-20YU2D,16912
BBA22,ICONN,RUNNING,P45ASBF14,2200,096ELAS001,AAS096EL1002A,21-11-12 07:37,21-11-11 14:34,EliteMT,FBGA-96UEL-3,2980
BBA23,ICONN,ENG,,,,AAS096EL4005A,21-11-12 08:19,21-11-12 08:19,,,
BBA24,ICONN,WAIT-SETUP,,,,ANI020YU1005C,,21-11-12 12:45,,,
BBA25,ICONN,RUNNING,P46NIA502,2200,020YUNI024,ANI020YU1005C,21-11-13 09:28,21-11-12 10:15,DIALOG,QFN-20YU2D,16920
BBA26,ICONN,IDLE,,,,AAS096EL1001A,,21-11-12 05:28,,,
BBA27,ICONN,IDLE,,,,AHQ0225N1001A,,21-11-12 09:04,,,
BBA28,ICONN,RUNNING,P46NIA501,2200,020YUNI024,ANI020YU1005C,21-11-13 10:06,21-11-12 10:53,DIALOG,QFN-20YU2D,16920
BBA29,ICONN,IDLE,,,,AHQ0282L3003A,,21-11-12 09:08,,,
BBA30,ICONN,IDLE,,,,AAW162KE1002A,,21-11-12 09:54,,,
BBA31,ICONN,RUNNING,P45AWBT40,2200,162KEAW001,AAW162KE1002A,21-11-12 11:36,21-11-11 21:36,MXIC,STBGA162BAU,1616
BBB01,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-11 19:53,,,
BBB02,UTC2000,RUNNING,P45LWAB01,2200,078U9LW014,ALW078C93002A,21-11-12 08:33,21-11-11 09:04,MTI-S,FBGA-78U9,6600
BBB03,UTC2000,RUNNING,P46AWA205,2200,048TPAW103,AAW048TP1008B,21-11-12 16:05,21-11-12 04:38,MXIC,TSOP1-48/M2,720
BBB04,UTC2000,RUNNING,P45ABGG12,2200,054TNAB041,AAB054TN1005A,21-11-12 14:20,21-11-12 04:43,WINBOND,TSOP2-54ME,2880
BBB05,UTC2000,RUNNING,P45AWDH20,2200,048TPAW086,AAW048TP1041B,21-11-12 12:06,21-11-12 01:34,MXIC,TSOP1-48/M2,720
BBB06,UTC2000,RUNNING,P46BUA801,2200,096EFBU001,ABU096EF2001A,21-11-12 12:00,21-11-11 18:35,ICSI,FBGA-96UEF,4920
BBB07,UTC2000,RUNNING,P43CSA803,2200,054TSCS007,ACS054TS1008A,21-11-12 22:16,21-11-12 12:57,CYPRESS,TSOP2-54CME,2880
BBB08,UTC2000,RUNNING,P45OKC101,2200,048TVOK056,AOK048TV1029A,21-11-12 23:05,21-11-12 10:14,LAPIS,TSOP1-48A2,2560
BBB09,UTC2000,RUNNING,P45ABGI02,2200,054TNAB041,AAB054TN1005A,21-11-12 18:07,21-11-12 08:30,WINBOND,TSOP2-54ME,2880
BBB10,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-11 18:57,,,
BBB11,UTC2000,IDLE,,,,ABU096EF2001A,,21-11-12 13:06,,,
BBB12,UTC2000,RUNNING,P45AWFK45,2200,048TPAW103,AAW048TP1008B,21-11-12 14:57,21-11-12 03:30,MXIC,TSOP1-48/M2,720
BBB13,UTC2000,RUNNING,P46AWA217,2200,048TPAW103,AAW048TP1008B,21-11-12 20:47,21-11-12 09:20,MXIC,TSOP1-48/M2,720
BBB14,UTC2000,RUNNING,P45BUCY02,2200,078EABU001,ABU078EA1001A,21-11-12 19:24,21-11-12 10:12,ICSI,FBGA-78LEA,2640
BBB15,UTC2000,RUNNING,P45AWDL35,2200,048TPAW086,AAW048TP1041B,21-11-12 19:54,21-11-11 14:23,MXIC,TSOP1-48/M2,720
BBB16,UTC2000,IDLE,,,,AMS078EN1001A,,21-11-12 00:14,,,
BBB17,UTC2000,RUNNING,P45ABKD01,2200,024XJAB013,AAB024XJ6005A,21-11-12 15:04,21-11-12 03:29,WINBOND,STBGA24A2L,8560
BBB18,UTC2000,RUNNING,P46AWA209,2200,048TPAW103,AAW048TP1008B,21-11-12 17:40,21-11-12 06:13,MXIC,TSOP1-48/M2,720
BBB19,UTC2000,WAIT-SETUP,P45AWDH05,2200,048TPAW086,AAW048TP1041B,21-11-12 20:30:06,21-11-12 13:23,MXIC,TSOP1-48/M2,720
BBB20,UTC2000,RUNNING,P46AWA218,2200,048TPAW103,AAW048TP1008B,21-11-12 23:07,21-11-12 11:40,MXIC,TSOP1-48/M2,720
BBB21,UTC2000,IDLE,,,,ANV132X2C059A,,21-11-12 06:38,,,
BBB22,UTC2000,WAIT-SETUP,P45AWDH06,2200,048TPAW086,AAW048TP1041B,21-11-12 19:09:47,21-11-12 13:18,MXIC,TSOP1-48/M2,720
BBB23,UTC2000,RUNNING,P45AWDH10,2200,048TPAW086,AAW048TP1041B,21-11-12 20:34,21-11-12 10:02,MXIC,TSOP1-48/M2,720
BBB24,UTC2000,RUNNING,P45AWE339,2200,048TPAW086,AAW048TP1041B,21-11-12 23:52,21-11-12 13:20,MXIC,TSOP1-48/M2,720
BBB25,UTC2000,RUNNING,P45AWEY09,2200,016D5AW021,AAW016D53019A,21-11-12 18:52,21-11-12 05:09,MXIC,SSLGA16DOU,1220
BBB26,UTC2000,RUNNING,P46AWA220,2200,048TPAW103,AAW048TP1008B,21-11-12 22:24,21-11-12 10:57,MXIC,TSOP1-48/M2,720
BBB27,UTC2000,RUNNING,P45AWDH39,2200,048TPAW086,AAW048TP1041B,21-11-12 16:15,21-11-12 05:43,MXIC,TSOP1-48/M2,720
BBB28,UTC2000,RUNNING,P46AWA212,2200,048TPAW103,AAW048TP1008B,21-11-12 18:19,21-11-12 06:52,MXIC,TSOP1-48/M2,720
BBB29,UTC2000,RUNNING,P44VGA601,2200,048TPVG013,ABU048TP2007A,21-11-12 21:29,21-11-12 10:49,ISSI-VG,TSOP1-48/48M,2160
BBB30,UTC2000,RUNNING,P45CDBE01,2200,084UCCD009,ACD084CC2004B,21-11-12 21:39,21-11-12 07:22,ETRON,FBGA-84UC(2),5363
BBB31,UTC2000,RUNNING,P45ABGI12,2200,054TNAB041,AAB054TN1005A,21-11-12 21:36,21-11-12 11:59,WINBOND,TSOP2-54ME,2880
BBB32,UTC2000,RUNNING,P45ABGG02,2200,054TNAB041,AAB054TN1005A,21-11-12 17:53,21-11-12 08:16,WINBOND,TSOP2-54ME,2880
BBB33,UTC2000,RUNNING,P45AWFK46,2200,048TPAW103,AAW048TP1008B,21-11-12 14:10,21-11-12 02:43,MXIC,TSOP1-48/M2,720
BBB34,UTC2000,IN-REPAIR,P45AWFB01,2200,024XJAW021,AAW024XJ6014A,21-11-12 17:25:17,21-11-12 13:21,MXIC,STBGA24A3L,4320
BBB35,UTC2000,IDLE,,,,AMS078EP1001A,,21-11-10 01:23,,,
BBB36,UTC2000,IN-REPAIR,P46AWA214,2200,048TPAW103,AAW048TP1008B,21-11-12 18:24:12,21-11-12 13:21,MXIC,TSOP1-48/M2,720
BBC01,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-10 01:13,,,
BBC02,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 17:36,,,
BBC03,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 17:39,,,
BBC04,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 23:35,,,
BBC05,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 21:05,,,
BBC06,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 21:44,,,
BBC07,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-10 04:10,,,
BBC08,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 21:17,,,
BBC09,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 13:47,,,
BBC10,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-10 01:26,,,
BBC11,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-10 03:02,,,
BBC12,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-10 01:21,,,
BBC13,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-10 09:26,,,
BBC14,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-11 10:18,,,
BBC15,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-12 09:57,,,
BBC16,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 18:57,,,
BBC17,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-10 06:51,,,
BBC18,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 17:29,,,
BBC19,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 18:02,,,
BBC20,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-10 00:14,,,
BBC21,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-09 16:47,,,
BBC22,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-09 21:25,,,
BBC23,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-10 03:00,,,
BBC24,MAXUM-PLUS,IDLE,,,,AMS078EN1002A,,21-11-10 04:13,,,
BBC25,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-10 03:32,,,
BBC26,MAXUM-PLUS,RUNNING,P46MSEA07,2200,078ENMS009,AMS078EN1001A,21-11-13 00:48,21-11-12 10:21,MTI,FBGA-78UEN,3600
BBC27,MAXUM-PLUS,RUNNING,P46MSBR07,2200,096ECMS003,AMS096EC1002A,21-11-12 15:24,21-11-11 19:13,MTI,FBGA-96UEC,5579
BBC28,MAXUM-PLUS,RUNNING,P46MSC401,2200,078ENMS016,AMS078EN1002A,21-11-12 20:04,21-11-12 06:04,MTI,FBGA-78UEN,3580
BBC29,MAXUM-PLUS,RUNNING,P46MSC206,2200,078ENMS016,AMS078EN1002A,21-11-12 19:53,21-11-12 05:49,MTI,FBGA-78UEN,3600
BBC30,MAXUM-PLUS,RUNNING,P46MSBQ03,2200,096ECMS003,AMS096EC1002A,21-11-12 16:54,21-11-11 20:38,MTI,FBGA-96UEC,5600
BBC31,MAXUM-PLUS,RUNNING,P46MSC201,2200,078ENMS016,AMS078EN1002A,21-11-12 19:39,21-11-12 05:51,MTI,FBGA-78UEN,3530
BBC32,MAXUM-PLUS,RUNNING,P46MSC205,2200,078ENMS016,AMS078EN1002A,21-11-12 19:45,21-11-12 05:47,MTI,FBGA-78UEN,3574
BBC33,MAXUM-PLUS,RUNNING,P46MSC202,2200,078ENMS016,AMS078EN1002A,21-11-12 19:38,21-11-12 05:44,MTI,FBGA-78UEN,3556
BBC34,MAXUM-PLUS,RUNNING,P46MSE903,2200,078ENMS009,AMS078EN1001A,21-11-13 00:51,21-11-12 10:24,MTI,FBGA-78UEN,3600
BBC35,MAXUM-PLUS,RUNNING,P46MSE302,2200,078ENMS009,AMS078EN1001A,21-11-13 00:44,21-11-12 10:27,MTI,FBGA-78UEN,3557
BBC36,MAXUM-PLUS,RUNNING,P46MSBT02,2200,096ECMS003,AMS096EC1002A,21-11-13 00:28,21-11-12 04:15,MTI,FBGA-96UEC,5588
BBC37,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,21-11-12 09:53,,,
BBC38,MAXUM-PLUS,RUNNING,P46MSBT03,2200,096ECMS003,AMS096EC1002A,21-11-12 15:25,21-11-11 19:19,MTI,FBGA-96UEC,5558
BBC39,MAXUM-PLUS,RUNNING,P46MSE803,2200,078ENMS009,AMS078EN1001A,21-11-13 00:53,21-11-12 10:30,MTI,FBGA-78UEN,3580
BBC40,MAXUM-PLUS,RUNNING,P46MSBQ02,2200,096ECMS003,AMS096EC1002A,21-11-12 16:19,21-11-11 20:03,MTI,FBGA-96UEC,5600
BBC41,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-12 11:52,,,
BBC42,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-12 06:43,,,
BBC43,MAXUM-PLUS,RUNNING,P46MSE301,2200,078ENMS009,AMS078EN1001A,21-11-13 00:48,21-11-12 10:36,MTI,FBGA-78UEN,3537
BBC44,MAXUM-PLUS,RUNNING,P46MSAM08,2200,078ENMS009,AMS078EN1001A,21-11-12 08:57,21-11-11 18:37,MTI,FBGA-78UEN,3565
BBC45,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-12 10:37,,,
BBC46,MAXUM-PLUS,RUNNING,P46MSBQ01,2200,096ECMS003,AMS096EC1002A,21-11-12 17:02,21-11-11 20:46,MTI,FBGA-96UEC,5600
BBC47,MAXUM-PLUS,RUNNING,P46MSE901,2200,078ENMS009,AMS078EN1001A,21-11-12 17:34,21-11-12 03:12,MTI,FBGA-78UEN,3574
BBC48,MAXUM-PLUS,RUNNING,P46MSE902,2200,078ENMS009,AMS078EN1001A,21-11-12 17:43,21-11-12 03:15,MTI,FBGA-78UEN,3600
BBC49,MAXUM-PLUS,RUNNING,P46MSBQ04,2200,096ECMS003,AMS096EC1002A,21-11-13 04:45,21-11-12 08:30,MTI,FBGA-96UEC,5600
BBC50,MAXUM-PLUS,RUNNING,P46MSEA04,2200,078ENMS009,AMS078EN1001A,21-11-12 17:40,21-11-12 03:17,MTI,FBGA-78UEN,3582
BBC51,MAXUM-PLUS,RUNNING,P46MSEA06,2200,078ENMS009,AMS078EN1001A,21-11-13 01:14,21-11-12 10:46,MTI,FBGA-78UEN,3600
BBC52,MAXUM-PLUS,RUNNING,P46MSEA05,2200,078ENMS009,AMS078EN1001A,21-11-12 17:36,21-11-12 03:08,MTI,FBGA-78UEN,3600
BBC53,MAXUM-PLUS,RUNNING,P46MSEA03,2200,078ENMS009,AMS078EN1001A,21-11-12 17:24,21-11-12 03:06,MTI,FBGA-78UEN,3560
BBC54,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,21-11-12 07:03,,,
BBC55,MAXUM-PLUS,RUNNING,P46MSE904,2200,078ENMS009,AMS078EN1001A,21-11-13 01:07,21-11-12 10:39,MTI,FBGA-78UEN,3600
BBC56,MAXUM-PLUS,RUNNING,P46MSE801,2200,078ENMS009,AMS078EN1001A,21-11-12 17:27,21-11-12 03:04,MTI,FBGA-78UEN,3580
BBC57,MAXUM-PLUS,RUNNING,P46MSE804,2200,078ENMS009,AMS078EN1001A,21-11-13 01:05,21-11-12 10:42,MTI,FBGA-78UEN,3580
BBC58,MAXUM-PLUS,RUNNING,P46MSE802,2200,078ENMS009,AMS078EN1001A,21-11-12 17:25,21-11-12 03:02,MTI,FBGA-78UEN,3580
BBC59,MAXUM-PLUS,RUNNING,P46MSEA01,2200,078ENMS009,AMS078EN1001A,21-11-12 17:13,21-11-12 03:00,MTI,FBGA-78UEN,3541
BBC60,MAXUM-PLUS,RUNNING,P46MSEA02,2200,078ENMS009,AMS078EN1001A,21-11-12 17:16,21-11-12 02:58,MTI,FBGA-78UEN,3560
BBD01,MAXUM-PLUS,ENG,P45ABG513,2200,008YMAB063,AAB008YM2036A,21-11-12 08:45,21-11-12 08:45,WINBOND,DFN-08YM2D,16000
BBD02,MAXUM-PLUS,RUNNING,P46MSBI03,2200,078U9MS017,AMS078C93001B,21-11-13 02:34,21-11-12 05:29,MTI,FBGA-78U9,6691
BBD03,MAXUM-PLUS,ENG,P45ABG511,2200,008YMAB063,AAB008YM2036A,21-11-12 08:45,21-11-12 08:45,WINBOND,DFN-08YM2D,16000
BBD09,MAXUM-PLUS,SETUP,,,,ABU008YD2001A,,21-11-12 13:28,,,
BBD10,MAXUM-PLUS,RUNNING,P46AWAI07,2200,008YMAW020,AAW008YM2004A,21-11-12 17:53,21-11-12 04:57,MXIC,DFN-08YM2D,16000
BBD11,MAXUM-PLUS,RUNNING,P46AWAI04,2200,008YMAW020,AAW008YM2004A,21-11-12 23:48,21-11-12 10:52,MXIC,DFN-08YM2D,16000
BBD12,MAXUM-PLUS,ENG,,,,AAS084CC2010A,21-10-20 09:29,21-10-20 09:29,,,
BBD13,MAXUM-PLUS,ENG,P45ABG602,2200,008YMAB063,AAB008YM2036A,21-11-12 08:45,21-11-12 08:45,WINBOND,DFN-08YM2D,16000
BBD14,MAXUM-PLUS,RUNNING,P45VGCI18,2200,008YDVG005,ABU008YD2001A,21-11-12 19:02,21-11-12 10:43,ISSI-VG,DFN-08YD2A,7040
BBD15,MAXUM-PLUS,ENG,P45ABG514,2200,008YMAB063,AAB008YM2036A,21-11-12 08:45,21-11-12 08:45,WINBOND,DFN-08YM2D,16000
BBD16,MAXUM-PLUS,RUNNING,P45ASBH01,2200,084UCAS080,AAS084CC2010A,21-11-13 05:48,21-11-12 11:51,EliteMT,FBGA-84UC,2766
BBD17,MAXUM-PLUS,RUNNING,P45VGCI15,2200,008YDVG005,ABU008YD2001A,21-11-12 09:20,21-11-12 01:01,ISSI-VG,DFN-08YD2A,7040
BBD20,MAXUM-PLUS,RUNNING,P46AWAI03,2200,008YMAW020,AAW008YM2004A,21-11-12 16:36,21-11-12 03:40,MXIC,DFN-08YM2D,16000
BBD21,MAXUM-PLUS,RUNNING,P46AWAI02,2200,008YMAW020,AAW008YM2004A,21-11-12 16:38,21-11-12 03:42,MXIC,DFN-08YM2D,16000
BBD22,MAXUM-PLUS,RUNNING,P45VGCI12,2200,008YDVG005,ABU008YD2001A,21-11-12 13:07,21-11-12 04:48,ISSI-VG,DFN-08YD2A,7040
BBD23,MAXUM-PLUS,RUNNING,P46ABEV02,2200,008YMAB068,AAB008YM2018A,21-11-12 22:54,21-11-12 09:36,WINBOND,DFN-08YM2D,16000
BBD24,MAXUM-PLUS,ENG,P45ABG601,2200,008YMAB063,AAB008YM2036A,21-11-12 08:45,21-11-12 08:45,WINBOND,DFN-08YM2D,15999
BBD35,MAXUM-PLUS,ENG,P45ABG512,2200,008YMAB063,AAB008YM2036A,21-11-12 08:45,21-11-12 08:45,WINBOND,DFN-08YM2D,16000
BBD36,MAXUM-PLUS,ENG,P45ABG615,2200,008YMAB063,AAB008YM2036A,21-11-12 08:45,21-11-12 08:45,WINBOND,DFN-08YM2D,16000
BBD37,MAXUM-PLUS,RUNNING,P45ASAC01,2200,096EIAS005,AAS096EI2001A,21-11-12 17:55,21-11-11 23:32,EliteMT,FBGA-96UEJ,2660
BBD38,MAXUM-PLUS,RUNNING,P46AWAI17,2200,008YMAW020,AAW008YM2004A,21-11-12 23:51,21-11-12 10:55,MXIC,DFN-08YM2D,16000
BBD39,MAXUM-PLUS,IDLE,,,,AAS096EI2001A,,21-11-12 10:56,,,
BBD40,MAXUM-PLUS,RUNNING,P45VGCU22,2200,008YQVG002,ABU008YQ2001A,21-11-12 13:52,21-11-12 11:04,ISSI-VG,DFN-08YQ2A,2160
BBD41,MAXUM-PLUS,ENG,P45ABG517,2200,008YMAB063,AAB008YM2036A,21-11-12 08:45,21-11-12 08:45,WINBOND,DFN-08YM2D,16000
