assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	PXXAWIF    ,	,	2470,	2021/11/8 下午 06:35:15,	S2784     ,	Y,	2070,	PXXAWIF    ,	ChipMOS      ,	TSOP1-48/48M   ,	048TPAW060               ,	8H604400                                          ,	36,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6306B-48TBAIYZCC9G                                ,	4525756626-10            ,	N,	N,	0,	0,	20211108,	183515,	2021/11/8 上午 12:00:00,	AAW048TP1023B       ,	,	      ,	M,	                         ,	          ,	               ,	6306B-48TBAIYZCC9G                                ,	PROD        ,	2021/11/11 上午 12:00:00,	2021/11/12 上午 12:00:00,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/16 上午 12:00:00,	12,	4 ,	 F D H D F                                                                      ,	A0801CB0831         ,	70,	Y1,	     ,	AW02    ,	108197HF02               ,	,	,	                                   ,	PXXAWIF,	PXXAWIF    ,	,	2470,	2021/11/8 下午 06:35:15,	S2784     ,	Y,
	PXXAWIF    ,	,	2480,	2021/11/8 下午 06:35:15,	S2784     ,	Y,	2070,	PXXAWIF    ,	ChipMOS      ,	TSOP1-48/48M   ,	048TPAW060               ,	8H604400                                          ,	36,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6306B-48TBAIYZCC9G                                ,	4525756626-10            ,	N,	N,	0,	0,	20211108,	183515,	2021/11/8 上午 12:00:00,	AAW048TP1023B       ,	,	      ,	M,	                         ,	          ,	               ,	6306B-48TBAIYZCC9G                                ,	PROD        ,	2021/11/11 上午 12:00:00,	2021/11/12 上午 12:00:00,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/16 上午 12:00:00,	12,	4 ,	 F D H D F                                                                      ,	A0801CB0831         ,	70,	Y1,	     ,	AW02    ,	108197HF02               ,	,	,	                                   ,	PXXAWIF,	PXXAWIF    ,	,	2480,	2021/11/8 下午 06:35:15,	S2784     ,	Y,
	PXXAWIF    ,	,	2490,	2021/11/8 下午 06:35:15,	S2784     ,	Y,	2070,	PXXAWIF    ,	ChipMOS      ,	TSOP1-48/48M   ,	048TPAW060               ,	8H604400                                          ,	36,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6306B-48TBAIYZCC9G                                ,	4525756626-10            ,	N,	N,	0,	0,	20211108,	183515,	2021/11/8 上午 12:00:00,	AAW048TP1023B       ,	,	      ,	M,	                         ,	          ,	               ,	6306B-48TBAIYZCC9G                                ,	PROD        ,	2021/11/11 上午 12:00:00,	2021/11/12 上午 12:00:00,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/16 上午 12:00:00,	12,	4 ,	 F D H D F                                                                      ,	A0801CB0831         ,	70,	Y1,	     ,	AW02    ,	108197HF02               ,	,	,	                                   ,	PXXAWIF,	PXXAWIF    ,	,	2490,	2021/11/8 下午 06:35:15,	S2784     ,	Y,
	PXXAWIL    ,	,	2000,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2000,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2003,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2003,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2005,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2005,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2010,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2010,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2020,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2020,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2030,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2030,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2040,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2040,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2050,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2050,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2060,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2060,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2090,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2090,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2200,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2200,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2209,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2209,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2210,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2210,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2230,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2230,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2250,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2250,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2300,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2300,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2320,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2320,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2330,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2330,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2405,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2405,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2410,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2410,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2418,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2418,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2430,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2430,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2435,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2435,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2440,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2440,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
	PXXAWIL    ,	,	2450,	2021/11/9 下午 11:02:40,	S18534    ,	Y,	2070,	PXXAWIL    ,	ChipMOS      ,	VFBGA48KEU     ,	048N0AW001               ,	5K377900A2                                        ,	12,	0,	2070,	A2,	N,	TSOP  ,	FQ,	6645D-48XH70SYA399                                ,	4525755653-10            ,	N,	N,	0,	0,	20211109,	230240,	2021/11/9 上午 12:00:00,	AAW048N03001A       ,	,	      ,	M,	                         ,	          ,	               ,	6645D-48XH70SYA399                                ,	SWR         ,	2021/11/12 上午 12:00:00,	2021/11/13 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/14 上午 12:00:00,	2021/11/17 上午 12:00:00,	8 ,	 Q,	 A A A A A                                                                      ,	A0803CB1372         ,	0,	Y3,	     ,	AW02    ,	1081760LB7               ,	20211108019.E  ,	1,	                                   ,	PXXAWIL,	PXXAWIL    ,	,	2450,	2021/11/9 下午 11:02:40,	S18534    ,	Y,
