assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,wlot_oper,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_crt_dat_al_3,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_crte_category,wlot_hold,prod_type,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_deleted,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,assy_issue,bd_id,assy_group,wlot_hold_category,da_type,tape_no,mark_type,test_entity,package_id1,wlot_owner,wb_date,sp_date,pack_date,ship_date,due_date,wafer_size,urgent_code,note_4,heat_block,heat_block_qty,pb_free,sps_status,ship_to,md_no,swr_id,swr_ver,wlot_hold_note,wlot_assy_lot,assy_lot,hist_seq,skip_oper,maintain_time,maintain_user,valid_flag,
	PXXASLH    ,	,	2230,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2230,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2250,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2250,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2300,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2300,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2320,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2320,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2330,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2330,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2405,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2405,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2410,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2410,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2430,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2430,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2435,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2435,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2440,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2440,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2450,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2450,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2460,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2460,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2470,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2470,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2480,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2480,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	2490,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	2490,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASLH    ,	,	6000,	2021/9/13 下午 02:52:54,	S2784     ,	Y,	2070,	PXXASLH    ,	ChipMOS      ,	MINIBGA48J3U   ,	048MAAS003               ,	B7012.07                                          ,	200,	0,	2070,	A2,	N,	TSOP  ,	FQ,	EN29LV160CBV1QG{GBNFA}                            ,	MT2021090658             ,	N,	N,	0,	0,	20210913,	145254,	2021/9/13 上午 12:00:00,	AAS048MAB001A       ,	,	      ,	M,	                         ,	          ,	               ,	EN29LV160CBV1QG{GBNFA}                            ,	PROD        ,	2021/9/16 上午 12:00:00,	2021/9/17 上午 12:00:00,	2021/9/18 上午 12:00:00,	2021/9/18 上午 12:00:00,	,	8 ,	,	 E D A C B                                                                      ,	A0803CB1097         ,	10,	Y3,	     ,	AS99    ,	1081760LB5               ,	,	,	                                   ,	PXXASLH,	PXXASLH    ,	,	6000,	2021/9/13 下午 02:52:54,	S2784     ,	Y,
	PXXASNP    ,	,	2000,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2000,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2003,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2003,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2005,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2005,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2010,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2010,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2020,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2020,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2030,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2030,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2040,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2040,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2050,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2050,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2060,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2060,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2061,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2061,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2090,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2090,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
	PXXASNP    ,	,	2200,	2021/10/15 下午 11:04:10,	S18534    ,	Y,	2070,	PXXASNP    ,	ChipMOS      ,	TSOP2-54CME    ,	054TSAS004               ,	P172X.21                                          ,	228,	0,	2070,	A2,	N,	TSOP  ,	FQ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	MT2021090492             ,	N,	N,	0,	0,	20211015,	230410,	2021/10/15 上午 12:00:00,	AAS054TS1001B       ,	,	      ,	M,	                         ,	          ,	               ,	M12L64164AY1AM{M6CX4-PPMC}                        ,	PROD        ,	2021/10/20 上午 12:00:00,	2021/10/21 上午 12:00:00,	2021/10/22 上午 12:00:00,	2021/10/23 上午 12:00:00,	2021/10/23 上午 12:00:00,	12,	,	 P Q L D B                                                                      ,	A0803CB0713         ,	24,	Y1,	     ,	AS99    ,	1081G631C1               ,	,	,	                                   ,	PXXASNP,	PXXASNP    ,	,	2200,	2021/10/15 下午 11:04:10,	S18534    ,	Y,
