route,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_hold,wlot_mvin_perfmd,bd_id,urgent_code,sub_lot,wb_location,automotive
BGADAE01,PB2ABJR01,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,10,,
BGADAE01,PB2ABJR05,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,10,,
BGADAE01,PB2ABJR09,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,10,,
BGADAE01,PB2ABJS03,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,7,,
BGADAE01,PB2ABJS07,ChipMOS,MAT,0008WDAE001,8217,0,5070,N,N,,,7,,
BGADAE01,PB2ABJT04,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,6,,
BGADAE01,PB2ABL702,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,12,,
BGADAE01,PB2ABL706,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,12,,
BGADAE01,PB2ABL710,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,12,,
BGADAE01,PB2ABL802,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,12,,
BGADAE01,PB2ABL806,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,12,,
BGADAE01,PB2ABL810,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,12,,
BGADAE01,PB2ABLJ02,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,8,,
BGADAE01,PB2ABLJ06,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,8,,
BGADAE01,PB2ASB102,ChipMOS,MAT,0008WDAE001,11520,0,5070,N,N,,,6,,
BGADAE01,PB2ASB106,ChipMOS,MAT,0008WDAE001,675,0,5070,N,N,,,6,,
BGADAE01,PB2ASBY04,ChipMOS,MAT,0008WDAE001,11520,0,5070,N,N,,,5,,
BGADAE01,PB2AWAC01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,3,,
BGADAE01,PB2AWAD02,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,
BGADAE01,PB2AWAE01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,
BGADAE01,PB2AWAE05,ChipMOS,MAT,0008WDAE001,2225,0,5070,N,N,,,5,,
BGADAE01,PB2AWBL04,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,
BGADAE01,PB2AWBM03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,15,,
BGADAE01,PB2AWBM07,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,15,,
BGADAE01,PB2AWBM11,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,15,,
BGADAE01,PB2AWBM15,ChipMOS,MAT,0008WDAE001,3163,0,5070,N,N,,,15,,
BGADAE01,PB2BUA104,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,7,,
BGADAE01,PB2BUA401,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,6,,
BGADAE01,PB2BUA405,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,6,,
BGADAE01,PB2BUA201,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,E,2,,
BGADAE01,PB2BUA303,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,6,,
BGADAE01,PB2BUA703,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA707,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA711,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA715,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA719,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA723,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA727,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA731,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA735,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA739,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA743,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA747,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA751,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUCA01,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,6,,
BGADAE01,PB2BUCA05,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,6,,
BGADAE01,PB2BUA755,ChipMOS,MAT,0008WDAE001,960,0,5070,N,N,,,59,,
BGADAE01,PB2BUA759,ChipMOS,MAT,0008WDAE001,891,0,5070,N,N,,,59,,
BGADAE01,PB2BUGF03,ChipMOS,MAT,0008WDAE001,2400,0,5070,N,N,,,13,,
BGADAE01,PB2BUGF07,ChipMOS,MAT,0008WDAE001,2400,0,5070,N,N,,,13,,
BGADAE01,PB2BUGF11,ChipMOS,MAT,0008WDAE001,2400,0,5070,N,N,,,13,,
BGADAE01,PB2BUGG02,ChipMOS,MAT,0008WDAE001,2400,0,5070,N,N,,,5,,
BGADAE01,PB2BUGT01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,4,,
BGADAE01,PB2BUGU01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,4,,
BGADAE01,PB2BUGV01,ChipMOS,MAT,0008WDAE001,4160,0,5070,N,N,,,4,,
BGADAE01,PB2BUGZ01,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,5,,
BGADAE01,PB2BUGZ05,ChipMOS,MAT,0008WDAE001,2387,0,5070,N,N,,,5,,
BGADAE01,PB2CDAC01,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,2,,
BGADAE01,PB2VGF301,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,
BGADAE01,PB2VGF305,ChipMOS,MAT,0008WDAE001,389,0,5070,N,N,,,5,,
BGADAE01,PB3ABID02,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,12,,
BGADAE01,PB3ABID06,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,12,,
BGADAE01,PB3ABID10,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,12,,
BGADAE01,PB3ABKF02,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,13,,
BGADAE01,PB3ABKF06,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,13,,
BGADAE01,PB3ABKF10,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,13,,
BGADAE01,PB3ABKV01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,2,,
BGADAE01,PB3ABKX01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,3,,
BGADAE01,PB3ABL202,ChipMOS,MAT,0008WDAE001,3382,0,5070,N,N,,,2,,
BGADAE01,PB3ABMV04,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,13,,
BGADAE01,PB3ABMV08,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,13,,
BGADAE01,PB3ABMV12,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,13,,
BGADAE01,PB3ABMW03,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,12,,
BGADAE01,PB3ABMW07,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,12,,
BGADAE01,PB3AWCS01,ChipMOS,MAT,0008WDAE001,6839,0,5070,N,N,,,1,,
BGADAE01,PB3ABMW11,ChipMOS,MAT,0008WDAE001,5760,0,5070,N,N,,,12,,
BGADAE01,PB3AWBB02,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,
BGADAE01,PB3AWEV04,ChipMOS,MAT,0008WDAE001,992,0,5070,N,N,,,4,,
BGADAE01,PB3AWEW04,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,11,,
BGADAE01,PB3AWEW08,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,11,,
BGADAE01,PB3AWEX01,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,5,,
BGADAE01,PB3AWEX05,ChipMOS,MAT,0008WDAE001,6760,0,5070,N,N,,,5,,
BGADAE01,PB3AWEZ02,ChipMOS,MAT,0008WDAE001,8106,0,5070,N,N,,,2,,
BGADAE01,PB3BUA102,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,,6,,
BGADAE01,PB3BUA106,ChipMOS,MAT,0008WDAE001,1766,0,5070,N,N,,,6,,
BGADAE01,PB3BUA204,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,,6,,
BGADAE01,PB3BUA302,ChipMOS,MAT,0008WDAE001,337,0,5070,N,N,,,2,,
BGADAE01,PB3BUA404,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,6,,
BGADAE01,PB3BUA502,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,4,,
BGADAE01,PB3BUG901,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,4,,
BGADAE01,PB3BUGB01,ChipMOS,MAT,0008WDAE001,3321,0,5070,N,N,,,1,,
BGADAE01,PB3BUGD03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,21,,
BGADAE01,PB3BUGD07,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,21,,
BGADAE01,PB3BUGD11,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,21,,
BGADAE01,PB3BUGD15,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,21,,
BGADAE01,PB3BUGD19,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,21,,
BGADAE01,PB3BUH301,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,6,6,,
BGADAE01,PB3BUH305,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,6,6,,
BGADAE01,PB3BUH501,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,,6,,
BGADAE01,PB3BUH505,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,,6,,
BGADAE01,PB3BUH603,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,,6,,
BGADAE01,PB3BUH701,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,,3,,
BGADAE01,PB3BUH802,ChipMOS,MAT,0008WDAE001,3468,0,5070,N,N,,,2,,
BGADAE01,PB3BUH904,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,5,,
BGADAE01,PB3BUHA03,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,
BGADAE01,PB3BUHA07,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,
BGADAE01,PB3BUHB02,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,
BGADAE01,PB3BUHB06,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,
BGADAE01,PB3BUHC01,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,
BGADAE01,PB3BUHC05,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,
BGADAE01,PB3BUHC09,ChipMOS,MAT,0008WDAE001,3060,0,5070,N,N,,,9,,
BGADAE01,PB3BUHF04,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,
BGADAE01,PB3BUHF08,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,
BGADAE01,PB3BUHG03,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,
BGADAE01,PB3BUHG07,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,9,,
BGADAE01,PB3BUHH02,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,7,,
BGADAE01,PB3BUHH06,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,7,,
BGADAE01,PB3BUHM03,ChipMOS,MAT,0008WDAE001,3141,0,5070,N,N,,,3,,
BGADAE01,PB3BUHR02,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,5,,
BGADAE01,PB3BUHT02,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,3,,
BGADAE01,PB3BUHN04,ChipMOS,MAT,0008WDAE001,1506,0,5070,N,N,,,4,,
BGADAE01,PB3BUHQ01,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,E,3,,
BGADAE01,PB3BUHS01,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,6,3,,
BGADAE01,PB3BUHU03,ChipMOS,MAT,0008WDAE001,4809,0,5070,N,N,,,3,,
BGADAE01,PB3BUJ101,ChipMOS,MAT,0008WDAE001,4800,0,5070,N,N,,,2,,
BGADAE01,PB3BUJ203,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,,6,,
BGADAE01,PB3BUJ301,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,,6,,
BGADAE01,PB3BUJ305,ChipMOS,MAT,0008WDAE001,1920,0,5070,N,N,,,6,,
BGADAE01,PB3CDAI02,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,
BGADAE01,PB3CDAI06,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,
BGADAE01,PB3CDB103,ChipMOS,MAT,0008WDAE001,1270,0,5070,N,N,,,3,,
BGADAE01,PB3CDB204,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,
BGADAE01,PB3CDB301,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,
BGADAE01,PB3CDB305,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,
BGADAE01,PB3CDB402,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,
BGADAE01,PB3CDB406,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,7,,
BGADAE01,PB3CDBA03,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,5,,
BGADAE01,PB4ABBH01,ChipMOS,MAT,0008WDAE001,920,0,5070,N,N,,,1,,
BGADAE01,PB4ABIP04,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,9,,
BGADAE01,PB4ABIP08,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,9,,
BGADAE01,PB4ABIQ03,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,8,,
BGADAE01,PB4ABIQ07,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,8,,
BGADAE01,PB4ABLM01,ChipMOS,MAT,0008WDAE001,3156,0,5070,N,N,,,1,,
BGADAE01,PB4ABNH03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,15,,
BGADAE01,PB4ABNH07,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,15,,
BGADAE01,PB4ABNH11,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,15,,
BGADAE01,PB4ABNH15,ChipMOS,MAT,0008WDAE001,1008,0,5070,N,N,,,15,,
BGADAE01,PB4ABNI04,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,
BGADAE01,PB4ABNI08,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,
BGADAE01,PB4ABQR01,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,12,,
BGADAE01,PB4ABQR05,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,12,,
BGADAE01,PB4ABQR09,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,12,,
BGADAE01,PB4ABQV01,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,5,,
BGADAE01,PB4ABQV05,ChipMOS,MAT,0008WDAE001,8018,0,5070,N,N,,,5,,
BGADAE01,PB4ABQY02,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,
BGADAE01,PB4ABR101,ChipMOS,MAT,0008WDAE001,4989,0,5070,N,N,,,1,,
BGADAE01,PB4AWA302,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,4,,
BGADAE01,PB4AWA402,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,
BGADAE01,PB4AWA501,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,
BGADAE01,PB4AWA505,ChipMOS,MAT,0008WDAE001,1364,0,5070,N,N,,,5,,
BGADAE01,PB4AWB502,ChipMOS,MAT,0008WDAE001,3307,0,5070,N,N,,,2,,
BGADAE01,PB4AWCD01,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,6,,
BGADAE01,PB4AWCD05,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,6,,
BGADAE01,PB4AWCF01,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,2,,
BGADAE01,PB4AWCH03,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,5,,
BGADAE01,PB4AWDG02,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,7,,
BGADAE01,PB4AWDG06,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,7,,
BGADAE01,PB4BUC303,ChipMOS,MAT,0008WDAE001,235,0,5070,N,N,,,3,,
BGADAE01,PB4BUC501,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,2,,
BGADAE01,PB4BUCB01,ChipMOS,MAT,0008WDAE001,8241,0,5070,N,N,,,1,,
BGADAE01,PB4BUE503,ChipMOS,MAT,0008WDAE001,2720,0,5070,N,N,,,4,,
BGADAE01,PB4BUCF04,ChipMOS,MAT,0008WDAE001,1512,0,5070,N,N,,,4,,
BGADAE01,PB4CDA103,ChipMOS,MAT,0008WDAE001,1258,0,5070,N,N,,,3,,
BGADAE01,PB4CDAA02,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,5,,
BGADAE01,PB4CDAB01,ChipMOS,MAT,0008WDAE001,6240,0,5070,N,N,,,2,,
BGADAE01,PB4VGA302,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,10,,
BGADAE01,PB4VGA306,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,10,,
BGADAE01,PB4VGA310,ChipMOS,MAT,0008WDAE001,1637,0,5070,N,N,,,10,,
BGADAE01,PB4VGA404,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,
BGADAE01,PB5ABB601,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,7,,
BGADAE01,PB5ABB605,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,7,,
BGADAE01,PB5ABB702,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,6,,
BGADAE01,PB5ABB706,ChipMOS,MAT,0008WDAE001,2449,0,5070,N,N,,,6,,
BGADAE01,PB5ABB804,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,6,,
BGADAE01,PB5ABBA01,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,7,,
BGADAE01,PB5ABBA05,ChipMOS,MAT,0008WDAE001,6160,0,5070,N,N,,,7,,
BGADAE01,PB5ABEE01,ChipMOS,MAT,0008WDAE001,4936,0,5070,N,N,,ER,1,,
BGADAE01,PB5ABHQ03,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,7,,
BGADAE01,PB5ABHQ07,ChipMOS,MAT,0008WDAE001,2556,0,5070,N,N,,,7,,
BGADAE01,PB5ABHR04,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,7,,
BGADAE01,PB5ASDV03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,
BGADAE01,PB5ASDV07,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,11,,
BGADAE01,PB5ASDV11,ChipMOS,MAT,0008WDAE001,2730,0,5070,N,N,,,11,,
BGADAE01,PB5ASDW04,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,17,,
BGADAE01,PB5ASDW08,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,17,,
BGADAE01,PB5ASDW12,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,17,,
BGADAE01,PB5ASDW16,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,17,,
BGADAE01,PB5ASDX03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,18,,
BGADAE01,PB5ASDX07,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,18,,
BGADAE01,PB5ASDX11,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,18,,
BGADAE01,PB5ASDX15,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,18,,
BGADAE01,PB5ASDY01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,17,,
BGADAE01,PB5ASDY05,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,17,,
BGADAE01,PB5ASDY09,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,17,,
BGADAE01,PB5ASDY13,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,17,,
BGADAE01,PB5ASDY17,ChipMOS,MAT,0008WDAE001,3271,0,5070,N,N,,,17,,
BGADAE01,PB5ASDZ04,ChipMOS,MAT,0008WDAE001,6000,0,5070,N,N,,,12,,
BGADAE01,PB5ASDZ08,ChipMOS,MAT,0008WDAE001,6000,0,5070,N,N,,,12,,
BGADAE01,PB5ASDZ12,ChipMOS,MAT,0008WDAE001,1132,0,5070,N,N,,,12,,
BGADAE01,PB5AWBC04,ChipMOS,MAT,0008WDAE001,178,0,5070,N,N,,,4,,
BGADAE01,PB5AWBH04,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,6,,
BGADAE01,PB5AWBI02,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,
BGADAE01,PB5AWBJ02,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,8,,
BGADAE01,PB5AWBJ06,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,8,,
BGADAE01,PB5AWD301,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,9,,
BGADAE01,PB5AWD305,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,9,,
BGADAE01,PB5AWD309,ChipMOS,MAT,0008WDAE001,8397,0,5070,N,N,,,9,,
BGADAE01,PB5AWD701,ChipMOS,MAT,0008WDAE001,3307,0,5070,N,N,,,1,,
BGADAE01,PB5AWE902,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,
BGADAE01,PB5AWEA02,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,8,,
BGADAE01,PB5AWEA06,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,8,,
BGADAE01,PB5AWFN02,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,7,,
BGADAE01,PB5AWFN06,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,7,,
BGADAE01,PB5AWGE03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,8,,
BGADAE01,PB5AWGE07,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,8,,
BGADAE01,PB5BUB101,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,3,,
BGADAE01,PB5BUB402,ChipMOS,MAT,0008WDAE001,244,0,5070,N,N,,,2,,
BGADAE01,PB5BUCI02,ChipMOS,MAT,0008WDAE001,2038,0,5070,N,N,,,2,,
BGADAE01,PB5HDA101,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,5,,
BGADAE01,PB5HDA105,ChipMOS,MAT,0008WDAE001,2923,0,5070,N,N,,,5,,
BGADAE01,PB5HDA204,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,9,,
BGADAE01,PB5HDA208,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,9,,
BGADAE01,PB5HDA303,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,8,,
BGADAE01,PB5HDA307,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,8,,
BGADAE01,PB5HDA403,ChipMOS,MAT,0008WDAE001,4320,0,5070,N,N,,,5,,
BGADAE01,PB5BUCY02,ChipMOS,MAT,0008WDAE001,4160,0,5070,N,N,,,3,,
BGADAE01,PB5OKA303,ChipMOS,MAT,0008WDAE001,5932,0,5070,N,N,,6P,3,,
BGADAE01,PB5VGBA04,ChipMOS,MAT,0008WDAE001,946,0,5070,N,N,,,4,,
BGADAE01,PB6ABGA01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,2,,
BGADAE01,PB6ABHC01,ChipMOS,MAT,0008WDAE001,3255,0,5070,N,N,,,1,,
BGADAE01,PB6ASDB03,ChipMOS,MAT,0008WDAE001,6000,0,5070,N,N,,,13,,
BGADAE01,PB6ASDB07,ChipMOS,MAT,0008WDAE001,6000,0,5070,N,N,,,13,,
BGADAE01,PB6ASDB11,ChipMOS,MAT,0008WDAE001,6000,0,5070,N,N,,,13,,
BGADAE01,PB6ASDC02,ChipMOS,MAT,0008WDAE001,6000,0,5070,N,N,,,12,,
BGADAE01,PB6ASDC06,ChipMOS,MAT,0008WDAE001,6000,0,5070,N,N,,,12,,
BGADAE01,PB6ASDC10,ChipMOS,MAT,0008WDAE001,6000,0,5070,N,N,,,12,,
BGADAE01,PB6AWAG01,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,4,,
BGADAE01,PB6AWB301,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,19,,
BGADAE01,PB6AWB305,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,19,,
BGADAE01,PB6AWB309,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,19,,
BGADAE01,PB6AWB313,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,19,,
BGADAE01,PB6AWB317,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,19,,
BGADAE01,PB6AWB402,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,4,,
BGADAE01,PB6AWCZ02,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,9,,
BGADAE01,PB6AWCZ06,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,9,,
BGADAE01,PB6AWDG01,ChipMOS,MAT,0008WDAE001,8640,0,5070,N,N,,,2,,
BGADAE01,PB6AWDN03,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,5,,
BGADAE01,PB6AWDP02,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,3,,
BGADAE01,PB6AWED01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,4,,
BGADAE01,PB6AWEE01,ChipMOS,MAT,0008WDAE001,4000,0,5070,N,N,,,2,,
BGADAE01,PB6AWEF03,ChipMOS,MAT,0008WDAE001,2846,0,5070,N,N,,,3,,
BGADAE01,PB6AWEJ01,ChipMOS,MAT,0008WDAE001,3590,0,5070,N,N,,,1,,
BGADAE01,PB6AWEN01,ChipMOS,MAT,0008WDAE001,3673,0,5070,N,N,,,1,,
