bd_id,cust,end_time,entity,lot_number,part_id,part_no,pin_pkg,prod_id,qty,start_time
AAW048TP1008B,MXIC,3733.141152,BBU21,P15AWAF38,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3129.950960
AAW048TP1008B,MXIC,3075.950960,BBU12,P15AWAG06,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2472.760768
AAW048TP1008B,MXIC,2339.179981,BB842,P15AWAG22,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1229.589991
AAW048TP1008B,MXIC,1229.589991,BB842,P15AWAG38,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,120.000000
AAW048TP1008B,MXIC,663.190192,BBU51,P15AWAJ06,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,60.000000
AAW048TP1008B,MXIC,1869.570576,BBU17,P15AWAJ22,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1266.380384
AAW048TP1008B,MXIC,4222.331344,BBU46,P15AWAJ38,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3619.141152
AAW048TP1008B,MXIC,4552.359962,BBJ02,P15AWAK07,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3442.769972
AAW048TP1008B,MXIC,2014.570576,BBU67,P15AWAK23,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1411.380384
AAW048TP1008B,MXIC,3193.950960,BBU66,P15AWAK39,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2590.760768
AAW048TP1008B,MXIC,2554.066833,BBU18,P15AWAL07,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1950.876641
AAW048TP1008B,MXIC,3157.257025,BBU18,P15AWAL23,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2554.066833
AAW048TP1008B,MXIC,1266.380384,BBU26,P15AWAL39,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,663.190192
AAW048TP1008B,MXIC,4885.521536,BBU17,P15AWAM07,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,4282.331344
AAW048TP1008B,MXIC,4558.359962,BB872,P15AWAM23,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3448.769972
AAW048TP1008B,MXIC,2298.850218,BBB32,P15AWAM39,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1564.980086
AAW048TP1008B,MXIC,1343.631184,BB811,P15AWAN07,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,234.041193
AAW048TP1008B,MXIC,4658.359962,BB888,P15AWAN23,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3548.769972
AAW048TP1008B,MXIC,3499.769972,BB883,P15AWAN39,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2390.179981
AAW048TP1008B,MXIC,1266.380384,BBU17,P15AWAP07,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,663.190192
AAW048TP1008B,MXIC,3442.769972,BBJ02,P15AWAP23,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2333.179981
AAW048TP1041B,MXIC,4943.696812,BB723,P15AWBG11,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4320.706769
AAW048TP1041B,MXIC,3262.950215,BBB22,P15AWBG27,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2639.960172
AAW048TP1041B,MXIC,4532.930301,BB745,P15AWBG43,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3909.940258
AAW048TP1008B,MXIC,3284.950960,BBU65,P15AWBL08,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2681.760768
AAW048TP1008B,MXIC,808.190192,BBU67,P15AWBL24,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,205.000000
AAW048TP1041B,MXIC,2140.970129,BB766,P15AWBM08,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,1517.980086
AAW048TP1041B,MXIC,5117.920344,BB725,P15AWBM24,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4494.930301
AAW048TP1041B,MXIC,3956.940258,BB757,P15AWBM40,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3333.950215
AAW048TP1041B,MXIC,682.230267,BB235,P15AWCC02,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,125.000000
AAW048TP1041B,MXIC,3323.950215,BB753,P15AWCC18,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2700.960172
AAW048TP1041B,MXIC,706.990043,BB786,P15AWCC34,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,84.000000
AAW048TP1041B,MXIC,1516.980086,BB767,P15AWCG06,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,893.990043
AAW048TP1041B,MXIC,3834.821535,BB230,P15AWCG22,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3277.591268
AAW048TP1041B,MXIC,1437.980086,BB713,P15AWCG38,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,814.990043
AAW048TP1041B,MXIC,2720.960172,BB731,P14AWDZ21,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2097.970129
AAW048TP1041B,MXIC,1791.690800,BB231,P14AWDZ37,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,1234.460533
AAW048TP1008B,MXIC,1300.380384,BBU19,P15AWAG03,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,697.190192
AAW048TP1008B,MXIC,3442.769972,BB841,P15AWAG19,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2333.179981
AAW048TP1008B,MXIC,4695.359962,BB864,P15AWAG35,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3585.769972
AAW048TP1008B,MXIC,3448.769972,BB827,P15AWAJ03,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2339.179981
AAW048TP1008B,MXIC,1946.570576,BBU13,P15AWAJ19,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1343.380384
AAW048TP1008B,MXIC,663.190192,BBU68,P15AWAJ35,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,60.000000
AAW048TP1008B,MXIC,1229.589991,BB912,P15AWAK04,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,120.000000
AAW048TP1008B,MXIC,3799.141152,BBU16,P15AWAK20,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3195.950960
AAW048TP1008B,MXIC,2472.760768,BBU27,P15AWAK36,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1869.570576
AAW048TP1008B,MXIC,4885.521536,BBU04,P15AWAL04,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,4282.331344
AAW048TP1008B,MXIC,4427.331344,BBU67,P15AWAL20,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3824.141152
AAW048TP1008B,MXIC,2407.179981,BB868,P15AWAL36,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1297.589991
AAW048TP1008B,MXIC,1320.380384,BBU01,P15AWAM04,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,717.190192
AAW048TP1008B,MXIC,4652.359962,BB863,P15AWAM20,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3542.769972
AAW048TP1008B,MXIC,3195.950960,BBU16,P15AWAM36,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2592.760768
AAW048TP1008B,MXIC,3756.141152,BBU13,P15AWAN04,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3152.950960
AAW048TP1008B,MXIC,2339.179981,BB808,P15AWAN20,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1229.589991
AAW048TP1008B,MXIC,2412.760768,BBU46,P15AWAN36,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1809.570576
AAW048TP1008B,MXIC,3448.769972,BB914,P15AWAP04,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2339.179981
AAW048TP1008B,MXIC,2617.760768,BBU67,P15AWAP20,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2014.570576
AAW048TP1041B,MXIC,796.990043,BB788,P15AWBG08,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,174.000000
AAW048TP1041B,MXIC,3215.295124,BB217,P15AWBG24,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2658.064857
AAW048TP1041B,MXIC,1365.980086,BB758,P15AWBG40,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,742.990043
AAW048TP1008B,MXIC,4400.331344,BBU66,P15AWBL05,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3797.141152
AAW048TP1008B,MXIC,1869.570576,BBU59,P15AWBL21,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1266.380384
AAW048TP1041B,MXIC,2611.960172,BB759,P15AWBM05,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,1988.970129
AAW048TP1041B,MXIC,3306.950215,BB713,P15AWBM21,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2683.960172
AAW048TP1041B,MXIC,5692.302667,BB211,P15AWBM37,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,5135.072400
AAW048TP1041B,MXIC,1393.980086,BBB22,P15AWCC15,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,770.990043
AAW048TP1041B,MXIC,3463.381600,BB231,P15AWCC31,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2906.151333
AAW048TP1041B,MXIC,5140.072400,BB235,P15AWCC47,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4582.842133
AAW048TP1041B,MXIC,2906.151333,BB219,P15AWCG03,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2348.921067
AAW048TP1041B,MXIC,3280.950215,BB768,P15AWCG19,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2657.960172
AAW048TP1041B,MXIC,4329.755657,BB217,P15AWCG35,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3772.525391
AAW048TP1041B,MXIC,2139.970129,BB767,P15AWCJ03,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,1516.980086
AAW048TP1041B,MXIC,5835.910387,BB731,P15AWCZ09,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,5212.920344
AAW048TP1041B,MXIC,6120.790476,BBB32,P15AWBG05,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,5497.800433
AAW048TP1041B,MXIC,4480.930301,BB759,P15AWBG21,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3857.940258
AAW048TP1041B,MXIC,4025.611867,BB235,P15AWBG37,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3468.381600
AAW048TP1008B,MXIC,4885.521536,BBU22,P15AWBL02,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,4282.331344
AAW048TP1008B,MXIC,2333.179981,BB855,P15AWBL18,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1223.589991
AAW048TP1041B,MXIC,814.990043,BB713,P15AWBM02,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,192.000000
AAW048TP1041B,MXIC,2321.921067,BB214,P15AWBM18,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,1764.690800
AAW048TP1041B,MXIC,5690.910387,BB787,P15AWBM34,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,5067.920344
AAW048TP1041B,MXIC,2097.970129,BB731,P15AWCC12,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,1474.980086
AAW048TP1041B,MXIC,5212.920344,BB731,P15AWCC28,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4589.930301
AAW048TP1041B,MXIC,2353.921067,BB235,P15AWCC44,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,1796.690800
AAW048TP1041B,MXIC,3414.413488,BB788,P15AWCG16,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2791.423445
AAW048TP1041B,MXIC,4020.611867,BB219,P15AWCG32,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3463.381600
AAW048TP1041B,MXIC,5115.920344,BB726,P15AWCZ06,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4492.930301
AAW048TP1008B,MXIC,1266.380384,BBU59,P15AWAG16,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,663.190192
AAW048TP1008B,MXIC,1869.570576,BBU04,P15AWAG32,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1266.380384
AAW048TP1008B,MXIC,548.767469,BB831,P15AWAG48,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,262,145.000000
AAW048TP1008B,MXIC,3736.955150,BB879,P15AWAJ16,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2627.365159
AAW048TP1008B,MXIC,3075.950960,BBU27,P15AWAJ32,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2472.760768
AAW048TP1008B,MXIC,5932.107604,BB840,P15AWAK01,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,4822.517614
AAW048TP1008B,MXIC,1229.589991,BB872,P15AWAK17,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,120.000000
AAW048TP1008B,MXIC,4885.521536,BBU27,P15AWAK33,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,4282.331344
AAW048TP1008B,MXIC,5463.667972,BB786,P15AWAL01,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,4729.797841
AAW048TP1008B,MXIC,3448.769972,BB912,P15AWAL17,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2339.179981
AAW048TP1008B,MXIC,1349.589991,BB910,P15AWAL33,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,240.000000
AAW048TP1008B,MXIC,4675.810390,BB758,P15AWAM01,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3941.940258
AAW048TP1008B,MXIC,3075.950960,BBU26,P15AWAM17,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2472.760768
AAW048TP1008B,MXIC,4939.521536,BBU21,P15AWAM33,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,4336.331344
AAW048TP1008B,MXIC,4558.359962,BB912,P15AWAN01,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3448.769972
AAW048TP1008B,MXIC,3220.950960,BBU67,P15AWAN17,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2617.760768
AAW048TP1008B,MXIC,4336.331344,BBU01,P15AWAN33,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3733.141152
AAW048TP1008B,MXIC,2339.179981,BB828,P15AWAP01,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1229.589991
AAW048TP1008B,MXIC,2468.179981,BB854,P15AWAP17,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1358.589991
AAW048TP1041B,MXIC,1207.460533,BB214,P14AWDV24,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,650.230267
AAW048TP1041B,MXIC,3857.940258,BB759,P14AWDZ34,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3234.950215
AAW048TP1041B,MXIC,4037.403531,BB788,P15AWCG41,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3414.413488
AAW048TP1041B,MXIC,6458.900430,BB731,P15AWCG25,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,5835.910387
AAW048TP1041B,MXIC,650.230267,BB214,P15AWCG09,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,93.000000
AAW048TP1041B,MXIC,5738.910387,BB726,P15AWCC37,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,5115.920344
AAW048TP1041B,MXIC,5175.920344,BB713,P15AWCC21,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4552.930301
AAW048TP1041B,MXIC,3288.937666,BB786,P15AWCC05,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2665.947623
AAW048TP1041B,MXIC,2625.960172,BB725,P15AWBM43,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2002.970129
AAW048TP1041B,MXIC,3246.950215,BB726,P15AWBM27,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2623.960172
AAW048TP1041B,MXIC,3436.381600,BB214,P15AWBM11,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2879.151333
AAW048TP1008B,MXIC,4363.637409,BBU18,P15AWBL27,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3760.447217
AAW048TP1008B,MXIC,2351.179981,BB911,P15AWBL11,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1241.589991
AAW048TP1041B,MXIC,4582.842133,BB235,P15AWBG46,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4025.611867
AAW048TP1041B,MXIC,3375.950215,BBB29,P15AWBG30,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2752.960172
AAW048TP1041B,MXIC,1379.980086,BB725,P15AWBG14,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,756.990043
AAW048TP1008B,MXIC,2603.337633,BB840,P15AWAP10,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1493.747642
AAW048TP1008B,MXIC,4282.331344,BBU42,P15AWAN42,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3679.141152
AAW048TP1008B,MXIC,1869.570576,BBU51,P15AWAN26,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1266.380384
AAW048TP1008B,MXIC,783.190192,BBU16,P15AWAN10,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,180.000000
AAW048TP1008B,MXIC,3129.950960,BBU57,P15AWAM42,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2526.760768
AAW048TP1008B,MXIC,2409.179981,BB929,P15AWAM26,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1299.589991
AAW048TP1008B,MXIC,2476.179981,BB864,P15AWAM10,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1366.589991
AAW048TP1008B,MXIC,2459.179981,BB910,P15AWAL42,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1349.589991
AAW048TP1008B,MXIC,3888.141152,BBU65,P15AWAL26,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3284.950960
AAW048TP1008B,MXIC,1229.589991,BB904,P15AWAL10,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,120.000000
AAW048TP1008B,MXIC,1280.589991,BB883,P15AWAK42,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,171.000000
AAW048TP1008B,MXIC,2339.179981,BB872,P15AWAK26,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1229.589991
AAW048TP1008B,MXIC,2768.966505,BB723,P15AWAK10,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2035.096374
AAW048TP1008B,MXIC,2348.179981,BB852,P15AWAJ41,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1238.589991
AAW048TP1008B,MXIC,2549.760768,BBU13,P15AWAJ25,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1946.570576
AAW048TP1008B,MXIC,1229.589991,BB827,P15AWAJ09,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,120.000000
AAW048TP1008B,MXIC,2472.760768,BBU51,P15AWAG41,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1869.570576
AAW048TP1041B,MXIC,4398.700436,BB767,P14AWDZ27,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3775.710392
AAW048TP1041B,MXIC,5135.072400,BB231,P14AWDZ43,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4577.842133
AAW048TP1008B,MXIC,3129.950960,BBU52,P15AWAG09,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2526.760768
AAW048TP1008B,MXIC,2339.179981,BB912,P15AWAG25,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1229.589991
AAW048TP1008B,MXIC,603.190192,BBU46,P15AWAG12,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,0.000000
AAW048TP1008B,MXIC,4337.331344,BBU69,P15AWAG28,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3734.141152
AAW048TP1008B,MXIC,1266.380384,BBU68,P15AWAG44,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,663.190192
AAW048TP1008B,MXIC,3075.950960,BBU42,P15AWAJ12,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2472.760768
AAW048TP1008B,MXIC,2397.179981,BB871,P15AWAJ28,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1287.589991
AAW048TP1008B,MXIC,2589.760768,BBU23,P15AWAJ44,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1986.570576
AAW048TP1008B,MXIC,1266.380384,BBU04,P15AWAK13,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,663.190192
AAW048TP1008B,MXIC,1366.589991,BB864,P15AWAK29,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,257.000000
AAW048TP1008B,MXIC,4626.359962,BB868,P15AWAK45,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3516.769972
AAW048TP1008B,MXIC,2367.179981,BB909,P15AWAL13,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1257.589991
AAW048TP1008B,MXIC,2390.179981,BB883,P15AWAL29,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1280.589991
AAW048TP1008B,MXIC,1343.380384,BBU06,P15AWAL45,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,740.190192
AAW048TP1008B,MXIC,3516.769972,BB868,P15AWAM13,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,2407.179981
AAW048TP1008B,MXIC,4939.521536,BBU57,P15AWAM29,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,4336.331344
AAW048TP1008B,MXIC,4729.797841,BB786,P15AWAM45,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3995.927709
AAW048TP1008B,MXIC,3679.141152,BBU42,P15AWAN13,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,3075.950960
AAW048TP1008B,MXIC,2506.760768,BBU19,P15AWAN29,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1903.570576
AAW048TP1008B,MXIC,1386.380384,BBU16,P15AWAN45,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,783.190192
AAW048TP1008B,MXIC,780.190192,BBU23,P15AWAP13,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,177.000000
AAW048TP1041B,MXIC,2713.960172,BBB03,P15AWBG01,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2090.970129
AAW048TP1041B,MXIC,4874.810390,BBB32,P15AWBG17,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4251.820347
AAW048TP1041B,MXIC,5497.800433,BBB32,P15AWBG33,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4874.810390
AAW048TP1008B,MXIC,1923.570576,BBU21,P15AWBL14,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1320.380384
AAW048TP1041B,MXIC,3333.950215,BB757,P15AWBM14,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2710.960172
AAW048TP1041B,MXIC,3959.940258,BBB03,P15AWBM30,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3336.950215
AAW048TP1041B,MXIC,3244.950215,BBB36,P15AWBM46,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2621.960172
AAW048TP1041B,MXIC,2611.960172,BBB15,P15AWCC08,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,1988.970129
AAW048TP1041B,MXIC,3915.821535,BB234,P15AWCC24,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3358.591268
AAW048TP1041B,MXIC,1480.980086,BBB32,P15AWCC40,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,857.990043
AAW048TP1041B,MXIC,894.990043,BB766,P15AWCG12,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,272.000000
AAW048TP1041B,MXIC,4490.930301,BBB36,P15AWCG28,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3867.940258
AAW048TP1041B,MXIC,5740.910387,BB725,P15AWCG44,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,5117.920344
AAW048TP1041B,MXIC,1365.980086,BB759,P15AWCZ02,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,742.990043
AAW048TP1041B,MXIC,4577.842133,BB219,P14AWDZ30,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4020.611867
AAW048TP1041B,MXIC,3468.381600,BB235,P15AWCC14,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2911.151333
AAW048TP1041B,MXIC,5067.920344,BB787,P15AWCC30,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4444.930301
AAW048TP1041B,MXIC,3911.927709,BB786,P15AWCC46,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3288.937666
AAW048TP1041B,MXIC,5382.800433,BB758,P15AWCG02,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,4759.810390
AAW048TP1041B,MXIC,1419.967537,BB786,P15AWCG18,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,796.977494
AAW048TP1041B,MXIC,2752.960172,BBB29,P15AWCG34,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,2129.970129
AAW048TP1041B,MXIC,3869.940258,BB726,P15AWCJ02,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,3246.950215
AAW048TP1041B,MXIC,883.990043,BBB29,P15AWCZ08,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW086,720,261.000000
AAW048TP1008B,MXIC,1383.380384,BBU23,P15AWAG34,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,780.190192
AAW048TP1008B,MXIC,1986.570576,BBU23,P15AWAJ02,1091A08T41,A0803CB1000,TSOP1-48/M2,048TPAW103,720,1383.380384
